"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","ERA-","FIP-"
"1997","KCR","67","94","29","554","161","1443.0","5.99","3.31","1.16",".296","69.8%","","","","4.71","","4.67","","13.8","102","101"
"1999","SFG","86","76","42","612","162","1456.1","6.65","4.05","1.20",".290","70.9%","","","","4.71","","4.84","","9.8","108","106"
"1890","BKG","26","72","0","104","100","879.0","2.35","4.31","0.22",".306","50.6%","","","","4.71","","4.19","","4.5","121","115"
"1930","CHW","62","92","10","300","154","1361.0","3.11","2.69","0.49",".307","60.2%","","","","4.71","","4.48","","13.9","105","98"
"1927","BOS","51","103","7","288","154","1366.1","2.51","3.68","0.37",".305","63.4%","","","","4.72","","4.32","","10.2","114","105"
"1941","SLB","70","84","10","315","157","1389.0","2.94","3.56","0.78",".288","66.7%","","","","4.72","","4.37","","11.1","110","104"
"1978","SEA","56","104","20","409","160","1419.1","3.99","3.60","0.98",".286","68.0%","","","","4.72","","4.40","","7.0","123","109"
"2017","ATL","72","90","36","692","162","1441.1","7.86","3.65","1.20",".302","70.1%","44.5%","12.5%","93.9","4.72","","4.51","4.67","9.0","107","105"
"2012","BOS","69","93","35","651","162","1443.0","7.33","3.30","1.19",".296","69.6%","46.4%","13.2%","93.3","4.72","","4.41","4.16","6.4","111","109"
"1996","SFG","68","94","35","587","162","1442.1","6.22","3.56","1.21",".295","68.7%","","","","4.72","","4.86","","4.7","115","114"
"1926","BOS","46","107","5","317","154","1362.0","2.22","3.61","0.30",".290","61.9%","","","","4.72","","4.12","","11.3","117","103"
"2008","SEA","61","101","36","631","162","1435.1","6.37","3.93","1.01",".307","70.7%","44.7%","9.8%","91.5","4.73","","4.59","4.64","9.4","113","109"
"1997","CLE","86","75","39","589","161","1425.2","6.54","3.63","1.14",".305","70.5%","","","","4.73","","4.62","","11.8","102","103"
"1993","MIN","71","91","44","518","162","1444.1","5.61","3.20","0.92",".308","67.9%","","","","4.73","","4.23","","15.4","107","98"
"2000","DET","79","83","44","591","162","1443.1","6.10","3.09","1.10",".306","69.2%","","","","4.73","","4.50","","17.3","99","96"
"2019","MIA","57","105","27","701","162","1444.1","8.59","3.83","1.47",".281","72.1%","38.3%","14.2%","93.5","4.74","","4.89","5.06","5.8","113","114"
"1997","CHW","80","81","52","550","161","1422.1","6.08","3.64","1.11",".294","68.5%","","","","4.74","","4.64","","11.1","107","104"
"1924","CHW","66","87","11","272","154","1370.2","2.36","3.36","0.34",".301","62.7%","","","","4.74","","4.19","","10.7","116","104"
"2006","CHC","66","96","29","704","162","1439.0","7.82","4.30","1.31",".286","70.9%","41.6%","12.8%","","4.74","","4.88","4.58","10.4","102","105"
"1998","BAL","79","83","37","564","162","1431.1","6.70","3.36","1.06",".304","70.3%","","","","4.74","","4.40","","16.2","105","97"
"2005","BOS","95","67","38","604","162","1429.0","6.04","2.77","1.03",".303","68.9%","42.4%","9.6%","","4.74","","4.28","4.44","13.9","105","101"
"1961","KCA","61","100","23","430","162","1415.0","4.47","4.00","0.90",".286","66.8%","","","","4.74","","4.32","","13.1","113","101"
"1998","MIN","70","92","42","594","162","1447.2","5.92","2.84","1.12",".308","69.7%","","","","4.76","","4.48","","14.3","99","99"
"2002","MIL","56","106","32","608","162","1432.1","6.45","4.18","1.25",".289","71.7%","42.1%","12.4%","","4.76","","4.86","4.61","4.8","115","115"
"1999","STL","75","86","38","615","161","1445.1","6.38","4.15","1.00",".301","69.7%","","","","4.76","","4.68","","14.0","105","100"
"1931","SLB","63","91","10","283","154","1362.0","2.88","2.96","0.56",".303","61.9%","","","","4.76","","4.31","","15.7","103","97"
"2000","NYY","87","74","40","543","161","1424.1","6.57","3.65","1.12",".290","69.2%","","","","4.76","","4.61","","17.5","99","96"
"2007","TEX","75","87","42","629","162","1430.0","6.14","4.20","0.98",".303","69.4%","46.5%","9.7%","91.5","4.76","","4.83","4.82","9.1","102","106"
"1935","PHI","64","89","15","358","156","1374.2","3.11","3.31","0.69",".302","64.7%","","","","4.76","","4.57","","14.3","105","100"
"1934","PHI","56","93","15","324","149","1297.0","2.89","3.03","0.87",".289","65.6%","","","","4.76","","4.82","","11.5","103","104"
"2004","SEA","63","99","28","576","162","1459.1","6.39","3.55","1.31",".286","71.5%","39.3%","11.3%","","4.76","","4.85","4.79","8.9","107","109"
"1999","OAK","87","75","48","568","162","1438.1","6.05","3.56","1.00",".302","67.9%","","","","4.76","","4.53","","18.6","100","94"
"2003","BAL","71","91","41","588","163","1449.2","6.09","3.27","1.23",".301","71.5%","42.4%","12.4%","","4.76","","4.71","4.54","11.8","108","104"
"2018","MIA","63","98","30","707","161","1442.0","7.80","3.78","1.20",".290","69.9%","40.9%","12.1%","92.9","4.76","","4.57","4.65","2.3","125","116"
"2007","PHI","89","73","42","660","162","1458.1","6.48","3.44","1.22",".301","71.5%","43.5%","11.9%","90.8","4.76","","4.86","4.52","9.9","105","106"
"2012","MIN","66","96","35","661","162","1438.2","5.90","2.91","1.24",".294","68.8%","45.7%","12.7%","91.8","4.77","","4.66","4.46","5.9","116","114"
"1982","MIN","60","102","30","406","162","1433.0","5.10","4.04","1.31",".279","71.4%","","","","4.77","","4.84","","0.9","111","118"
"2008","COL","74","88","36","647","162","1446.0","6.48","3.50","0.92",".309","68.5%","46.8%","10.0%","91.8","4.77","","4.30","4.32","19.5","102","95"
"1993","PIT","75","87","34","546","162","1445.2","5.18","3.02","0.95",".297","68.4%","","","","4.77","","4.32","","8.8","117","107"
"2007","SEA","88","74","43","618","162","1434.1","6.40","3.43","0.92",".315","69.3%","43.6%","8.4%","90.3","4.77","","4.42","4.62","14.2","109","101"
"1925","BRO","68","85","4","281","153","1350.2","3.45","3.18","0.50",".312","62.2%","","","","4.77","","4.20","","13.7","114","100"
"2007","CHW","72","90","42","625","162","1440.2","6.34","3.12","1.09",".304","68.2%","42.9%","9.8%","91.2","4.77","","4.56","4.54","17.2","103","98"
"1999","BAL","78","84","33","555","162","1435.0","6.16","4.06","1.24",".290","71.5%","","","","4.77","","5.01","","11.7","101","105"
"2001","CIN","66","96","35","623","162","1442.2","5.88","3.21","1.24",".297","69.2%","","","","4.78","","4.70","","10.1","107","104"
"1979","OAK","54","108","20","405","162","1429.1","4.57","4.12","0.93",".300","68.9%","","","","4.78","","4.53","","8.0","119","108"
"1951","PIT","64","90","22","381","155","1380.1","3.78","4.09","1.02",".279","67.4%","","","","4.78","","4.55","","8.9","115","107"
"2017","CHW","67","95","25","682","162","1421.2","7.55","4.00","1.53",".281","72.4%","41.9%","14.7%","93.2","4.78","","5.17","5.01","4.4","112","116"
"1987","BOS","78","84","16","397","162","1436.0","6.48","3.24","1.19",".310","70.0%","","","","4.78","","4.30","","15.9","105","98"
"1938","DET","84","70","11","289","155","1348.1","2.90","4.06","0.73",".291","68.0%","","","","4.79","","4.72","","14.5","96","99"
"1986","MIN","71","91","24","402","162","1432.2","5.89","3.16","1.26",".301","69.8%","","","","4.79","","4.43","","9.9","111","106"
"2012","CLE","68","94","43","656","162","1442.0","6.78","3.39","1.09",".300","67.6%","45.9%","11.4%","93.0","4.79","","4.40","4.39","12.6","120","107"
"1953","CHC","65","89","22","393","155","1359.0","4.13","3.67","1.00",".284","66.7%","","","","4.79","","4.43","","11.7","110","102"
"1999","ANA","70","92","37","562","162","1431.1","5.51","3.92","1.11",".286","69.6%","","","","4.79","","4.94","","13.3","97","101"
"2000","PHI","65","97","34","575","162","1438.2","7.03","4.00","1.26",".292","70.5%","","","","4.79","","4.81","","10.9","103","104"
"2019","TOR","67","95","33","753","162","1440.1","8.32","3.77","1.42",".300","71.8%","43.1%","14.9%","93.2","4.79","","4.82","4.88","9.0","104","104"
"1997","SEA","90","72","38","554","162","1447.2","7.50","3.72","1.19",".304","70.2%","","","","4.79","","4.54","","15.2","104","99"
"2013","HOU","51","111","32","610","162","1440.0","6.78","3.85","1.19",".303","70.0%","43.9%","11.8%","93.0","4.79","","4.67","4.48","2.2","120","116"
"1962","KCA","72","90","33","436","162","1434.0","5.18","4.11","1.25",".272","70.1%","","","","4.79","","4.73","","8.0","115","111"
"2021","TEX","60","102","31","669","162","1424.1","7.83","3.24","1.47",".288","70.3%","42.4%","14.9%","93.6","4.80","","4.76","4.57","4.5","112","111"
"1930","CHC","90","64","12","330","156","1403.2","3.85","3.39","0.71",".305","65.0%","","","","4.80","","4.86","","14.0","97","100"
"2002","TOR","78","84","41","623","162","1438.1","6.20","3.69","1.11",".294","69.7%","43.9%","10.9%","","4.81","","4.56","4.52","12.2","104","103"
"2010","ARI","65","97","35","616","162","1432.0","6.72","3.44","1.32",".296","70.1%","41.8%","12.0%","91.5","4.81","","4.76","4.35","2.7","113","117"
"1895","CIN","66","64","6","167","132","1147.1","1.92","2.84","0.31",".321","54.5%","","","","4.81","","4.69","","14.5","97","95"
"1893","CHI","56","71","5","159","128","1117.1","2.20","4.45","0.21",".303","53.3%","","","","4.81","","4.67","","12.1","101","98"
"1933","PHA","79","72","14","294","152","1343.2","2.83","4.31","0.52",".290","64.2%","","","","4.81","","4.39","","9.2","111","107"
"1889","LOU","27","111","1","153","140","1226.1","3.31","3.49","0.32",".331","47.0%","","","","4.81","","3.96","","8.9","127","107"
"2017","MIA","77","85","34","742","162","1442.2","7.50","3.91","1.20",".298","70.7%","42.5%","12.2%","92.8","4.82","","4.69","4.90","5.5","116","112"
"1994","OAK","51","63","23","422","114","1003.1","6.57","4.57","1.15",".282","69.5%","","","","4.82","","4.96","","6.8","105","106"
"2004","CLE","80","82","32","641","162","1466.2","6.84","3.55","1.23",".301","69.9%","43.8%","12.3%","","4.82","","4.62","4.43","9.4","107","105"
"2004","TBD","70","91","35","562","161","1417.0","5.86","3.68","1.22",".283","69.2%","40.9%","10.7%","","4.82","","4.93","4.97","7.2","105","109"
"2021","WSN","65","97","36","731","162","1394.1","8.69","3.54","1.59",".289","71.0%","41.0%","16.0%","93.3","4.82","","4.87","4.53","6.5","113","114"
"1933","SLB","55","96","10","300","153","1360.2","2.82","3.51","0.63",".295","65.5%","","","","4.82","","4.29","","13.9","106","100"
"1995","MIL","65","79","31","465","144","1286.0","4.89","4.22","1.02",".296","70.5%","","","","4.82","","5.01","","7.4","100","107"
"1932","CHW","49","102","12","318","152","1348.2","2.53","3.87","0.59",".291","62.0%","","","","4.82","","4.66","","7.6","109","108"
"2021","COL","74","87","33","704","161","1397.0","8.18","3.47","1.26",".302","69.8%","44.8%","14.3%","94.5","4.83","","4.47","4.38","13.4","101","100"
"1998","OAK","74","88","39","570","162","1434.0","5.79","3.32","1.12",".298","67.4%","","","","4.83","","4.70","","11.9","105","103"
"2006","BOS","86","76","46","616","162","1441.1","6.68","3.18","1.13",".311","69.8%","43.8%","10.8%","","4.83","","4.50","4.50","13.4","102","102"
"2009","KCR","65","97","34","588","162","1426.0","7.28","3.79","1.05",".307","68.0%","43.8%","10.0%","92.6","4.83","","4.36","4.38","14.9","108","100"
"2006","MIL","75","87","43","589","162","1425.2","7.23","3.24","1.12",".297","67.4%","42.1%","10.8%","","4.83","","4.39","4.40","16.2","107","97"
"1928","BSN","50","103","6","321","153","1360.0","2.27","3.47","0.66",".293","63.8%","","","","4.83","","4.57","","2.6","127","117"
"1891","WAS","43","91","2","156","139","1181.0","3.70","4.31","0.34",".326","47.8%","","","","4.83","","3.78","","9.3","129","105"
"1941","PHA","64","90","18","279","154","1365.1","2.54","3.67","0.90",".277","65.8%","","","","4.83","","4.66","","5.3","115","113"
"2021","MIN","73","89","42","691","162","1419.1","8.35","3.07","1.52",".290","68.9%","41.0%","15.0%","92.2","4.83","","4.66","4.44","8.2","111","108"
"1936","CLE","80","74","12","312","157","1389.1","4.01","3.93","0.47",".310","64.4%","","","","4.83","","4.43","","18.8","96","93"
"2000","CLE","90","72","34","624","162","1442.1","7.57","4.16","1.08",".312","71.0%","","","","4.84","","4.48","","20.4","96","91"
"2009","MIL","80","82","44","674","162","1435.0","6.92","3.81","1.30",".295","71.9%","42.6%","12.0%","90.9","4.84","","4.84","4.54","5.2","117","114"
"1977","SEA","64","98","31","442","162","1433.0","4.93","3.63","1.22",".282","68.9%","","","","4.84","","4.74","","6.8","117","110"
"1886","KCC","30","88","0","129","123","1066.2","3.73","2.08","0.23",".339","46.3%","","","","4.84","","3.29","","14.7","138","93"
"2020","ARI","25","35","13","260","60","518.1","9.10","4.08","1.61",".294","74.0%","38.4%","15.7%","93.3","4.84","","5.00","4.87","1.4","106","114"
"1979","TOR","53","109","11","357","162","1417.0","3.89","3.77","1.05",".285","67.5%","","","","4.85","","4.72","","7.0","110","110"
"1875","WSO","5","23","0","33","28","250.2","0.97","0.39","0.22",".365","17.3%","","","","4.85","","2.60","","2.5","191","102"
"2018","CHW","62","100","34","715","162","1437.0","7.89","4.09","1.23",".292","69.4%","40.8%","11.7%","93.3","4.85","","4.73","4.88","9.8","115","110"
"1957","WAS","55","99","16","388","154","1377.0","4.52","3.79","0.97",".287","68.3%","","","","4.85","","4.20","","7.5","128","109"
"1889","IND","59","75","2","164","135","1174.1","3.13","3.22","0.56",".308","54.0%","","","","4.85","","4.27","","11.1","116","102"
"2018","TOR","73","89","39","752","162","1433.2","8.15","3.46","1.31",".306","70.0%","42.5%","12.7%","91.9","4.85","","4.53","4.54","8.8","114","106"
"1937","PHA","54","97","9","297","154","1335.0","3.16","4.13","0.71",".288","64.2%","","","","4.85","","4.77","","10.1","104","104"
"1997","BOS","78","84","40","579","162","1451.2","6.12","3.79","0.92",".307","68.2%","","","","4.85","","4.49","","12.9","104","101"
"1995","CHW","68","76","36","517","145","1284.2","6.25","4.32","1.15",".301","70.7%","","","","4.85","","4.91","","8.1","107","107"
"2014","COL","66","96","24","709","162","1431.0","6.75","3.34","1.09",".307","69.2%","47.7%","12.7%","92.9","4.86","","4.43","4.04","7.2","113","111"
"2020","MIA","31","29","18","275","60","504.0","8.05","4.04","1.46",".297","70.6%","45.2%","15.7%","92.5","4.86","","5.02","4.90","2.2","114","116"
"1956","KCA","52","102","18","405","154","1370.1","4.18","4.46","1.23",".273","69.8%","","","","4.86","","4.79","","4.0","113","114"
"2000","TBD","69","92","38","562","161","1431.1","6.00","3.35","1.24",".299","69.9%","","","","4.86","","4.85","","13.6","98","100"
"1995","SFG","67","77","34","525","144","1293.2","5.57","3.51","1.20",".289","68.4%","","","","4.86","","4.90","","2.2","120","117"
"1997","PHI","68","94","35","571","162","1420.1","7.66","3.90","1.08",".304","68.0%","","","","4.87","","4.40","","12.2","113","104"
"2001","KCR","65","97","30","558","162","1440.0","5.69","3.60","1.31",".293","69.9%","","","","4.87","","5.00","","7.6","101","109"
"1977","ATL","61","101","31","489","162","1445.1","5.70","4.37","1.05",".300","68.5%","","","","4.87","","4.53","","9.5","115","107"
"2005","ARI","77","85","45","620","162","1456.1","6.41","3.32","1.19",".303","69.3%","45.4%","12.9%","","4.87","","4.55","4.25","11.9","110","103"
"1924","PHI","55","96","10","306","152","1354.1","2.32","3.12","0.56",".314","64.8%","","","","4.87","","4.44","","14.5","111","99"
"1937","DET","89","65","11","287","155","1378.0","3.17","4.15","0.67",".288","65.7%","","","","4.87","","4.73","","11.5","104","103"
"2003","SDP","64","98","31","635","162","1431.1","6.86","3.84","1.31",".289","70.7%","43.9%","13.7%","","4.87","","4.81","4.47","3.9","122","115"
"2021","CHC","71","91","40","761","162","1412.2","8.65","3.80","1.50",".294","70.9%","44.8%","17.2%","93.0","4.88","","4.88","4.43","4.9","115","115"
"1995","TOR","56","88","22","409","144","1292.2","6.22","4.55","1.01",".296","68.8%","","","","4.88","","4.81","","11.7","103","102"
"1950","BOS","94","60","28","337","154","1362.1","4.16","4.94","0.80",".283","68.5%","","","","4.88","","4.51","","17.0","100","95"
"1930","NYY","86","68","15","304","154","1367.2","3.76","3.45","0.61",".298","62.0%","","","","4.88","","4.76","","8.6","111","107"
"1930","CLE","81","73","14","293","154","1360.0","2.92","3.49","0.56",".309","62.1%","","","","4.88","","4.88","","14.7","100","99"
"1940","BOS","82","72","16","332","154","1379.2","4.00","4.08","0.81",".297","68.1%","","","","4.89","","4.52","","12.1","108","102"
"1948","CHW","51","101","23","364","154","1345.2","2.70","4.50","0.60",".283","66.1%","","","","4.89","","4.49","","6.9","117","110"
"1999","FLA","64","98","33","614","162","1435.2","5.91","4.11","1.07",".304","69.8%","","","","4.90","","4.85","","9.1","111","106"
"1993","OAK","68","94","42","586","162","1452.1","5.35","4.21","0.97",".296","69.6%","","","","4.90","","4.71","","6.8","120","111"
"2019","CHW","72","89","33","697","161","1412.2","8.36","3.71","1.52",".302","71.3%","43.2%","15.9%","94.4","4.91","","4.89","4.81","13.2","107","104"
"2008","DET","74","88","34","602","162","1445.0","6.17","4.01","1.07",".302","69.4%","42.0%","9.7%","92.5","4.91","","4.79","4.86","8.3","112","110"
"2002","CLE","74","88","34","583","162","1424.2","6.68","3.81","0.90",".310","67.6%","45.4%","9.7%","","4.91","","4.16","4.29","15.3","111","96"
"2016","CIN","68","94","28","646","162","1442.0","7.75","3.97","1.61",".290","72.8%","41.6%","15.9%","93.0","4.91","","5.24","4.79","1.0","116","123"
"1930","BSN","70","84","11","278","154","1361.0","2.80","3.14","0.77",".300","65.6%","","","","4.91","","5.07","","9.3","102","106"
"2004","CHW","83","79","34","561","162","1432.1","6.37","3.31","1.41",".293","70.7%","43.5%","13.8%","","4.91","","4.87","4.45","13.0","104","102"
"1999","CLE","97","65","46","628","162","1450.1","6.95","3.93","1.22",".299","69.5%","","","","4.91","","4.78","","15.5","99","98"
"2016","COL","75","87","37","695","162","1429.1","7.70","3.44","1.14",".317","68.0%","49.1%","14.1%","93.7","4.92","","4.38","4.23","13.1","102","99"
